uf,cod_org,org,cod_orgsup,orgsup,grupo_nucleo,n_ativos,mes_ref
DF,99060,COMPANHIA ENERGETICA DE BRASILIA,-1,SEM INFORMACAO,,1,2025-12
DF,22200,COMPANHIA NACIONAL DE ABASTECIMENTO,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,6,2025-12
DF,38000,CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA,20000,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,,257,2025-12
DF,40501,CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,281,2025-12
DF,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,1180,2025-12
DF,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,355,2025-12
DF,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,373,2025-12
DF,42204,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,40100,MIN DA INTEG E DO DESENV REGIONAL,,1,2025-12
DF,20415,EMPRESA BRASIL DE COMUNICACAO,20101,PRESIDENCIA DA REPUBLICA,,33,2025-12
DF,22202,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,13300,MINISTERIO DA AGRICULTURA E PECUARIA,,3,2025-12
DF,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,15000,MINISTERIO DA EDUCACAO,,6,2025-12
DF,40202,FUNCAO ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA,17500,MIN GESTAO E INOV EM SERV PUBLICOS,,279,2025-12
DF,35201,FUNDACAO ALEXANDRE GUSMAO,35000,MINISTERIO DAS RELACOES EXTERIORES,,19,2025-12
DF,26298,FUNDACAO COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR,15000,MINISTERIO DA EDUCACAO,,261,2025-12
DF,40408,FUNDACAO CULTURAL PALMARES,54100,MINISTERIO DA CULTURA,,23,2025-12
DF,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,75,2025-12
DF,57201,"FUNDACAO JORGE DUPRAT FIGUEIREDO, DE SEGURANCA E MEDICINA DO TRABALHO",33200,MINISTERIO DO TRABALHO E EMPREGO,,1,2025-12
DF,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,93,2025-12
DF,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,367,2025-12
DF,36201,FUNDACAO OSWALDO CRUZ,25000,MINISTERIO DA SAUDE,,70,2025-12
DF,26271,FUNDACAO UNIVERSIDADE DE BRASILIA,15000,MINISTERIO DA EDUCACAO,UNIV,5427,2025-12
DF,26285,FUNDACAO UNIVERSIDADE FEDERAL DE SAO JOAO DEL-REI,15000,MINISTERIO DA EDUCACAO,UNIV,16,2025-12
DF,26286,FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA,15000,MINISTERIO DA EDUCACAO,UNIV,16,2025-12
DF,26270,FUNDACAO UNIVERSIDADE FEDERAL DO AMAZONAS,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
DF,26272,FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
DF,26106,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,15000,MINISTERIO DA EDUCACAO,,309,2025-12
DF,97400,GOVERNO DO DISTRITO FEDERAL,-1,SEM INFORMACAO,,80,2025-12
DF,99072,GOVERNO DO DISTRITO FEDERAL,-1,SEM INFORMACAO,,6,2025-12
DF,17800,INST NAC DE TECN DA INFORMACAO,17500,MIN GESTAO E INOV EM SERV PUBLICOS,,34,2025-12
DF,42207,INSTITUTO BRASILEIRO DE MUSEUS,54100,MINISTERIO DA CULTURA,,94,2025-12
DF,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,1041,2025-12
DF,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,463,2025-12
DF,45206,INSTITUTO DE PESQUISA ECONOMICA APLICADA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,,313,2025-12
DF,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,162,2025-12
DF,26404,INSTITUTO FEDERAL BAIANO,15000,MINISTERIO DA EDUCACAO,,1,2025-12
DF,26422,INSTITUTO FEDERAL CATARINENSE,15000,MINISTERIO DA EDUCACAO,,1,2025-12
DF,26417,INSTITUTO FEDERAL DA PARAIBA,15000,MINISTERIO DA EDUCACAO,,11,2025-12
DF,26402,INSTITUTO FEDERAL DE ALAGOAS,15000,MINISTERIO DA EDUCACAO,IF,1116,2025-12
DF,26428,INSTITUTO FEDERAL DE BRASILIA,15000,MINISTERIO DA EDUCACAO,IF,1273,2025-12
DF,26421,INSTITUTO FEDERAL DE RONDONIA,15000,MINISTERIO DA EDUCACAO,IF,1163,2025-12
DF,26437,INSTITUTO FEDERAL DE RORAIMA,15000,MINISTERIO DA EDUCACAO,IF,20,2025-12
DF,26438,INSTITUTO FEDERAL DE SANTA CATARINA,15000,MINISTERIO DA EDUCACAO,IF,17,2025-12
DF,26439,INSTITUTO FEDERAL DE SAO PAULO,15000,MINISTERIO DA EDUCACAO,IF,3,2025-12
DF,26423,INSTITUTO FEDERAL DE SERGIPE,15000,MINISTERIO DA EDUCACAO,IF,2,2025-12
DF,26426,INSTITUTO FEDERAL DO AMAPA,15000,MINISTERIO DA EDUCACAO,IF,2,2025-12
DF,26405,INSTITUTO FEDERAL DO CEARA,15000,MINISTERIO DA EDUCACAO,IF,4,2025-12
DF,26406,INSTITUTO FEDERAL DO ESPIRITO SANTO,15000,MINISTERIO DA EDUCACAO,IF,18,2025-12
DF,26416,INSTITUTO FEDERAL DO PARA,15000,MINISTERIO DA EDUCACAO,IF,31,2025-12
DF,26430,INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO,15000,MINISTERIO DA EDUCACAO,IF,16,2025-12
DF,26411,INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS,15000,MINISTERIO DA EDUCACAO,IF,6,2025-12
DF,26424,INSTITUTO FEDERAL DO TOCANTINS,15000,MINISTERIO DA EDUCACAO,IF,8,2025-12
DF,30204,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,8,2025-12
DF,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,324,2025-12
DF,26107,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS,15000,MINISTERIO DA EDUCACAO,,195,2025-12
DF,30203,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,38,2025-12
DF,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,795,2025-12
DF,40100,MIN DA INTEG E DO DESENV REGIONAL,-1,SEM INFORMACAO,,306,2025-12
DF,55100,MIN DESENV ASSIS SOCI FAMIL COMBATE FOME,-1,SEM INFORMACAO,,351,2025-12
DF,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,-1,SEM INFORMACAO,,484,2025-12
DF,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,165,2025-12
DF,81100,MIN DOS DIR HUM E DA CIDADANIA,-1,SEM INFORMACAO,,166,2025-12
DF,17700,MIN EMPREEND MICROEMP EMP PEQUENO PORTE,-1,SEM INFORMACAO,,43,2025-12
DF,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,2517,2025-12
DF,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,1095,2025-12
DF,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",-1,SEM INFORMACAO,,433,2025-12
DF,54100,MINISTERIO DA CULTURA,-1,SEM INFORMACAO,,431,2025-12
DF,40115,MINISTERIO DA DEFESA,-1,SEM INFORMACAO,,1089,2025-12
DF,40105,MINISTERIO DA DEFESA,-1,SEM INFORMACAO,,2,2025-12
DF,17000,MINISTERIO DA ECONOMIA,-1,SEM INFORMACAO,,2,2025-12
DF,15000,MINISTERIO DA EDUCACAO,-1,SEM INFORMACAO,,513,2025-12
DF,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,3114,2025-12
DF,81300,MINISTERIO DA IGUALDADE RACIAL,-1,SEM INFORMACAO,,51,2025-12
DF,20000,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,-1,SEM INFORMACAO,,468,2025-12
DF,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,60,2025-12
DF,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,346,2025-12
DF,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,1054,2025-12
DF,40200,MINISTERIO DAS CIDADES,-1,SEM INFORMACAO,,282,2025-12
DF,41100,MINISTERIO DAS COMUNICACOES,-1,SEM INFORMACAO,,199,2025-12
DF,81200,MINISTERIO DAS MULHERES,-1,SEM INFORMACAO,,46,2025-12
DF,35000,MINISTERIO DAS RELACOES EXTERIORES,-1,SEM INFORMACAO,,2156,2025-12
DF,32000,MINISTERIO DE MINAS E ENERGIA,-1,SEM INFORMACAO,,243,2025-12
DF,49100,MINISTERIO DE PORTOS E AEROPORTOS,-1,SEM INFORMACAO,,170,2025-12
DF,55200,MINISTERIO DO ESPORTE,-1,SEM INFORMACAO,,83,2025-12
DF,40211,MINISTERIO DO MEIO AMBIENTE,-1,SEM INFORMACAO,,588,2025-12
DF,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,-1,SEM INFORMACAO,,427,2025-12
DF,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,591,2025-12
DF,54000,MINISTERIO DO TURISMO,-1,SEM INFORMACAO,,142,2025-12
DF,17200,MINISTERIO DOS POVOS INDIGENAS,-1,SEM INFORMACAO,,63,2025-12
DF,49200,MINISTERIO DOS TRANSPORTES,-1,SEM INFORMACAO,,247,2025-12
DF,90400,MINISTERIO PUBLICO DO DISTRITO FEDERAL E TERRITORIOS,-1,SEM INFORMACAO,,59,2025-12
DF,20101,PRESIDENCIA DA REPUBLICA,-1,SEM INFORMACAO,,659,2025-12
DF,40603,SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,296,2025-12
DF,45208,SUPERINTENDENCIA DE SEGUROS PRIVADOS,17600,MINISTERIO DA FAZENDA,FAZ,79,2025-12
DF,53297,SUPERINTENDENCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,40100,MIN DA INTEG E DO DESENV REGIONAL,,28,2025-12
DF,53203,SUPERINTENDENCIA DO DESENVOLVIMENTO DO NORDESTE,40100,MIN DA INTEG E DO DESENV REGIONAL,,2,2025-12
DF,33206,SUPERINTENDENCIA NACIONAL DE PREVIDENCIA COMPLEMENTAR,33100,MINISTERIO DA PREVIDENCIA SOCIAL,,110,2025-12
DF,24100,TELEBRAS - TELECOM. BRASILEIRAS S.A.,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,1,2025-12
DF,99048,TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS,-1,SEM INFORMACAO,,1,2025-12
DF,26455,UNIV. FEDERAL DO DELTA DO PARNAIBA,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
DF,26267,UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO-AMERICANA,15000,MINISTERIO DA EDUCACAO,UNIV,705,2025-12
DF,26240,UNIVERSIDADE FEDERAL DA PARAIBA,15000,MINISTERIO DA EDUCACAO,UNIV,3,2025-12
DF,26453,UNIVERSIDADE FEDERAL DE JATAI,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
DF,26263,UNIVERSIDADE FEDERAL DE LAVRAS - MG,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
DF,26242,UNIVERSIDADE FEDERAL DE PERNAMBUCO,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
DF,26250,UNIVERSIDADE FEDERAL DE RORAIMA,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
DF,26247,UNIVERSIDADE FEDERAL DE SANTA MARIA - RS,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
DF,26234,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,15000,MINISTERIO DA EDUCACAO,UNIV,3,2025-12
DF,26269,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
DF,26239,UNIVERSIDADE FEDERAL DO PARA,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
DF,26230,UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
DF,26255,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
DF,26236,UNIVERSIDADE FEDERAL FLUMINENSE - RJ,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
DF,26253,UNIVERSIDADE FEDERAL RURAL DA AMAZONIA,15000,MINISTERIO DA EDUCACAO,UNIV,4,2025-12
DF,26258,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,15000,MINISTERIO DA EDUCACAO,UNIV,20,2025-12
DF,49300,"VALEC ENGENHARIA, CONSTRUCOES E FERROVIAS S.A.",49200,MINISTERIO DOS TRANSPORTES,,1,2025-12
DF,20102,VICE PRESIDENCIA DA REPUBLICA,-1,SEM INFORMACAO,,12,2025-12
ES,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,105,2025-12
ES,52201,AGENCIA NACIONAL DE AVIACAO CIVIL,49100,MINISTERIO DE PORTOS E AEROPORTOS,,5,2025-12
ES,32200,AGENCIA NACIONAL DE ENERGIA ELETRICA,32000,MINISTERIO DE MINAS E ENERGIA,,1,2025-12
ES,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,12,2025-12
ES,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,15,2025-12
ES,39251,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,49100,MINISTERIO DE PORTOS E AEROPORTOS,,6,2025-12
ES,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,4,2025-12
ES,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,12,2025-12
ES,70000,COMANDO DA MARINHA,40115,MINISTERIO DA DEFESA,,20,2025-12
ES,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,5,2025-12
ES,22200,COMPANHIA NACIONAL DE ABASTECIMENTO,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,3,2025-12
ES,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,32,2025-12
ES,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,3,2025-12
ES,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,53,2025-12
ES,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,15000,MINISTERIO DA EDUCACAO,,8,2025-12
ES,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,58,2025-12
ES,57201,"FUNDACAO JORGE DUPRAT FIGUEIREDO, DE SEGURANCA E MEDICINA DO TRABALHO",33200,MINISTERIO DO TRABALHO E EMPREGO,,3,2025-12
ES,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,11,2025-12
ES,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,7,2025-12
ES,26106,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,15000,MINISTERIO DA EDUCACAO,,1,2025-12
ES,95220,GOVERNO DO ESTADO ESPIRITO SANTO,-1,SEM INFORMACAO,,13,2025-12
ES,42207,INSTITUTO BRASILEIRO DE MUSEUS,54100,MINISTERIO DA CULTURA,,5,2025-12
ES,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,53,2025-12
ES,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,38,2025-12
ES,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,13,2025-12
ES,26417,INSTITUTO FEDERAL DA PARAIBA,15000,MINISTERIO DA EDUCACAO,,4,2025-12
ES,26406,INSTITUTO FEDERAL DO ESPIRITO SANTO,15000,MINISTERIO DA EDUCACAO,IF,2928,2025-12
ES,26412,INSTITUTO FEDERAL DO SUL DE MINAS GERAIS,15000,MINISTERIO DA EDUCACAO,IF,1,2025-12
ES,30204,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,4,2025-12
ES,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,57,2025-12
ES,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,250,2025-12
ES,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,6,2025-12
ES,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,50,2025-12
ES,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,70,2025-12
ES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",-1,SEM INFORMACAO,,35,2025-12
ES,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,225,2025-12
ES,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,2,2025-12
ES,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,110,2025-12
ES,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,59,2025-12
ES,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,106,2025-12
ES,99045,PREFEITURA MUNICIPAL DE VITORIA - ES,-1,SEM INFORMACAO,,2,2025-12
ES,26282,UNIVERSIDADE FEDERAL DE VICOSA - MG,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
ES,26234,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,15000,MINISTERIO DA EDUCACAO,UNIV,3547,2025-12
ES,26273,UNIVERSIDADE FEDERAL DO RIO GRANDE - RS,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
ES,26254,UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
GO,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,150,2025-12
GO,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,10,2025-12
GO,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,31,2025-12
GO,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,9,2025-12
GO,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,22,2025-12
GO,21000,COMANDO DA AERONAUTICA,40115,MINISTERIO DA DEFESA,,12,2025-12
GO,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,8,2025-12
GO,40301,COMISSAO NACIONAL DE ENERGIA NUCLEAR,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,12,2025-12
GO,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,39,2025-12
GO,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,9,2025-12
GO,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,90,2025-12
GO,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,99,2025-12
GO,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,26,2025-12
GO,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,14,2025-12
GO,26271,FUNDACAO UNIVERSIDADE DE BRASILIA,15000,MINISTERIO DA EDUCACAO,UNIV,12,2025-12
GO,97320,GOVERNO DO ESTADO DE GOIAS,-1,SEM INFORMACAO,,17,2025-12
GO,42207,INSTITUTO BRASILEIRO DE MUSEUS,54100,MINISTERIO DA CULTURA,,4,2025-12
GO,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,84,2025-12
GO,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,56,2025-12
GO,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,20,2025-12
GO,26428,INSTITUTO FEDERAL DE BRASILIA,15000,MINISTERIO DA EDUCACAO,IF,1,2025-12
GO,26429,INSTITUTO FEDERAL DE GOIAS,15000,MINISTERIO DA EDUCACAO,IF,1999,2025-12
GO,26407,INSTITUTO FEDERAL GOIANO,15000,MINISTERIO DA EDUCACAO,,1211,2025-12
GO,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,70,2025-12
GO,30203,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,37,2025-12
GO,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,391,2025-12
GO,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,3,2025-12
GO,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,52,2025-12
GO,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,223,2025-12
GO,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,278,2025-12
GO,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,114,2025-12
GO,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,80,2025-12
GO,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,116,2025-12
GO,33206,SUPERINTENDENCIA NACIONAL DE PREVIDENCIA COMPLEMENTAR,33100,MINISTERIO DA PREVIDENCIA SOCIAL,,1,2025-12
GO,26452,UNIVERSIDADE FEDERAL DE CATALAO,15000,MINISTERIO DA EDUCACAO,UNIV,499,2025-12
GO,26235,UNIVERSIDADE FEDERAL DE GOIAS,15000,MINISTERIO DA EDUCACAO,UNIV,4109,2025-12
GO,26453,UNIVERSIDADE FEDERAL DE JATAI,15000,MINISTERIO DA EDUCACAO,UNIV,417,2025-12
MA,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,81,2025-12
MA,21300,AGENCIA ESPACIAL BRASILEIRA,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,3,2025-12
MA,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,3,2025-12
MA,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,9,2025-12
MA,39251,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,49100,MINISTERIO DE PORTOS E AEROPORTOS,,7,2025-12
MA,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,9,2025-12
MA,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,7,2025-12
MA,32300,"AGENCIA NACIONAL DO PETROLEO, GAS NATURAL E BIOCOMBUSTIVEIS",32000,MINISTERIO DE MINAS E ENERGIA,,1,2025-12
MA,21000,COMANDO DA AERONAUTICA,40115,MINISTERIO DA DEFESA,,58,2025-12
MA,70000,COMANDO DA MARINHA,40115,MINISTERIO DA DEFESA,,6,2025-12
MA,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,1,2025-12
MA,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,32,2025-12
MA,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,9,2025-12
MA,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,72,2025-12
MA,42204,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,40100,MIN DA INTEG E DO DESENV REGIONAL,,1,2025-12
MA,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,15000,MINISTERIO DA EDUCACAO,,16,2025-12
MA,40408,FUNDACAO CULTURAL PALMARES,54100,MINISTERIO DA CULTURA,,1,2025-12
MA,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,82,2025-12
MA,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,53,2025-12
MA,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,69,2025-12
MA,26272,FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO,15000,MINISTERIO DA EDUCACAO,UNIV,3372,2025-12
MA,00157,GOVERNO DO ESTADO DO MARANHAO,-1,SEM INFORMACAO,,90,2025-12
MA,42207,INSTITUTO BRASILEIRO DE MUSEUS,54100,MINISTERIO DA CULTURA,,5,2025-12
MA,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,78,2025-12
