uf,cod_org,org,cod_orgsup,orgsup,grupo_nucleo,n_ativos,mes_ref
SE,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,15000,MINISTERIO DA EDUCACAO,,2,2025-12
SE,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,42,2025-12
SE,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,19,2025-12
SE,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,1,2025-12
SE,26281,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,15000,MINISTERIO DA EDUCACAO,UNIV,2945,2025-12
SE,94820,GOVERNO DO ESTADO DE SERGIPE,-1,SEM INFORMACAO,,14,2025-12
SE,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,32,2025-12
SE,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,7,2025-12
SE,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,10,2025-12
SE,26423,INSTITUTO FEDERAL DE SERGIPE,15000,MINISTERIO DA EDUCACAO,IF,1338,2025-12
SE,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,53,2025-12
SE,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,178,2025-12
SE,12001,JUSTICA FEDERAL - SECAO JUDICIARIA DE SERGIPE,-1,SEM INFORMACAO,,1,2025-12
SE,55100,MIN DESENV ASSIS SOCI FAMIL COMBATE FOME,-1,SEM INFORMACAO,,3,2025-12
SE,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,1,2025-12
SE,81100,MIN DOS DIR HUM E DA CIDADANIA,-1,SEM INFORMACAO,,1,2025-12
SE,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,32,2025-12
SE,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,23,2025-12
SE,15000,MINISTERIO DA EDUCACAO,-1,SEM INFORMACAO,,3,2025-12
SE,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,116,2025-12
SE,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,2,2025-12
SE,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,9,2025-12
SE,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,35,2025-12
SE,40200,MINISTERIO DAS CIDADES,-1,SEM INFORMACAO,,2,2025-12
SE,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,55,2025-12
SE,54000,MINISTERIO DO TURISMO,-1,SEM INFORMACAO,,1,2025-12
SE,99036,PREFEITURA MUNICIPAL DE ARACAJU - SE,-1,SEM INFORMACAO,,2,2025-12
SE,26260,UNIVERSIDADE FEDERAL DE ALFENAS - MG,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SE,26263,UNIVERSIDADE FEDERAL DE LAVRAS - MG,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SE,26454,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SE,26280,UNIVERSIDADE FEDERAL DE SAO CARLOS - SP,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SP,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,914,2025-12
SP,21300,AGENCIA ESPACIAL BRASILEIRA,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,4,2025-12
SP,52201,AGENCIA NACIONAL DE AVIACAO CIVIL,49100,MINISTERIO DE PORTOS E AEROPORTOS,,228,2025-12
SP,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,15,2025-12
SP,36208,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,25000,MINISTERIO DA SAUDE,,36,2025-12
SP,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,103,2025-12
SP,39251,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,49100,MINISTERIO DE PORTOS E AEROPORTOS,,12,2025-12
SP,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,40,2025-12
SP,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,57,2025-12
SP,20224,AGENCIA NACIONAL DO CINEMA,54100,MINISTERIO DA CULTURA,,3,2025-12
SP,32300,"AGENCIA NACIONAL DO PETROLEO, GAS NATURAL E BIOCOMBUSTIVEIS",32000,MINISTERIO DE MINAS E ENERGIA,,27,2025-12
SP,26201,COLEGIO PEDRO II,15000,MINISTERIO DA EDUCACAO,IF,1,2025-12
SP,21000,COMANDO DA AERONAUTICA,40115,MINISTERIO DA DEFESA,,1198,2025-12
SP,70000,COMANDO DA MARINHA,40115,MINISTERIO DA DEFESA,,40,2025-12
SP,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,63,2025-12
SP,45203,COMISSAO DE VALORES MOBILIARIOS,17600,MINISTERIO DA FAZENDA,FAZ,1,2025-12
SP,40301,COMISSAO NACIONAL DE ENERGIA NUCLEAR,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,439,2025-12
SP,99058,COMPANHIA DOCAS DO ESTADO DE SAO PAULO,49000,MINISTERIO DA INFRAESTRUTURA,,1,2025-12
SP,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,40,2025-12
SP,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,8,2025-12
SP,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,49,2025-12
SP,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,15000,MINISTERIO DA EDUCACAO,,8,2025-12
SP,24205,FUNDACAO BIBLIOTECA NACIONAL,54100,MINISTERIO DA CULTURA,,1,2025-12
SP,40403,FUNDACAO CASA DE RUI BARBOSA,54100,MINISTERIO DA CULTURA,,14,2025-12
SP,40408,FUNDACAO CULTURAL PALMARES,54100,MINISTERIO DA CULTURA,,1,2025-12
SP,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,295,2025-12
SP,57201,"FUNDACAO JORGE DUPRAT FIGUEIREDO, DE SEGURANCA E MEDICINA DO TRABALHO",33200,MINISTERIO DO TRABALHO E EMPREGO,,68,2025-12
SP,24203,FUNDACAO NACIONAL DE ARTES,54100,MINISTERIO DA CULTURA,,7,2025-12
SP,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,18,2025-12
SP,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,24,2025-12
SP,36201,FUNDACAO OSWALDO CRUZ,25000,MINISTERIO DA SAUDE,,8,2025-12
SP,26271,FUNDACAO UNIVERSIDADE DE BRASILIA,15000,MINISTERIO DA EDUCACAO,UNIV,3,2025-12
SP,26350,FUNDACAO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SP,26277,FUNDACAO UNIVERSIDADE FEDERAL DE OURO PRETO,15000,MINISTERIO DA EDUCACAO,UNIV,3,2025-12
SP,26285,FUNDACAO UNIVERSIDADE FEDERAL DE SAO JOAO DEL-REI,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SP,26352,FUNDACAO UNIVERSIDADE FEDERAL DO ABC,15000,MINISTERIO DA EDUCACAO,UNIV,1301,2025-12
SP,26274,FUNDACAO UNIVERSIDADE FEDERAL UBERLANDIA,15000,MINISTERIO DA EDUCACAO,UNIV,14,2025-12
SP,95420,GOVERNO DO ESTADO DE SAO PAULO,-1,SEM INFORMACAO,,39,2025-12
SP,42207,INSTITUTO BRASILEIRO DE MUSEUS,54100,MINISTERIO DA CULTURA,,7,2025-12
SP,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,120,2025-12
SP,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,114,2025-12
SP,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,41,2025-12
SP,26428,INSTITUTO FEDERAL DE BRASILIA,15000,MINISTERIO DA EDUCACAO,IF,4,2025-12
SP,26439,INSTITUTO FEDERAL DE SAO PAULO,15000,MINISTERIO DA EDUCACAO,IF,4563,2025-12
SP,26430,INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO,15000,MINISTERIO DA EDUCACAO,IF,1,2025-12
SP,26413,INSTITUTO FEDERAL DO TRIANGULO MINEIRO,15000,MINISTERIO DA EDUCACAO,IF,3,2025-12
SP,26434,INSTITUTO FEDERAL FLUMINENSE,15000,MINISTERIO DA EDUCACAO,,6,2025-12
SP,26407,INSTITUTO FEDERAL GOIANO,15000,MINISTERIO DA EDUCACAO,,1,2025-12
SP,26436,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,15000,MINISTERIO DA EDUCACAO,,2,2025-12
SP,30204,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,15,2025-12
SP,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,84,2025-12
SP,30203,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,1,2025-12
SP,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,3260,2025-12
SP,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,6,2025-12
SP,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,140,2025-12
SP,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,481,2025-12
SP,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",-1,SEM INFORMACAO,,881,2025-12
SP,15000,MINISTERIO DA EDUCACAO,-1,SEM INFORMACAO,,1,2025-12
SP,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,4114,2025-12
SP,20000,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,-1,SEM INFORMACAO,,25,2025-12
SP,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,1,2025-12
SP,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,708,2025-12
SP,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,158,2025-12
SP,35000,MINISTERIO DAS RELACOES EXTERIORES,-1,SEM INFORMACAO,,5,2025-12
SP,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,756,2025-12
SP,99131,PREFEITURA DE SAO PAULO/SP,-1,SEM INFORMACAO,,2,2025-12
SP,40603,SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,56,2025-12
SP,45208,SUPERINTENDENCIA DE SEGUROS PRIVADOS,17600,MINISTERIO DA FAZENDA,FAZ,23,2025-12
SP,33206,SUPERINTENDENCIA NACIONAL DE PREVIDENCIA COMPLEMENTAR,33100,MINISTERIO DA PREVIDENCIA SOCIAL,,12,2025-12
SP,26455,UNIV. FEDERAL DO DELTA DO PARNAIBA,15000,MINISTERIO DA EDUCACAO,UNIV,3,2025-12
SP,26442,UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SP,26267,UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO-AMERICANA,15000,MINISTERIO DA EDUCACAO,UNIV,90,2025-12
SP,26260,UNIVERSIDADE FEDERAL DE ALFENAS - MG,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SP,26452,UNIVERSIDADE FEDERAL DE CATALAO,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
SP,26284,UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SP,26453,UNIVERSIDADE FEDERAL DE JATAI,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SP,26263,UNIVERSIDADE FEDERAL DE LAVRAS - MG,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SP,26454,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
SP,26247,UNIVERSIDADE FEDERAL DE SANTA MARIA - RS,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SP,26280,UNIVERSIDADE FEDERAL DE SAO CARLOS - SP,15000,MINISTERIO DA EDUCACAO,UNIV,1973,2025-12
SP,26262,UNIVERSIDADE FEDERAL DE SAO PAULO,15000,MINISTERIO DA EDUCACAO,UNIV,5023,2025-12
SP,26282,UNIVERSIDADE FEDERAL DE VICOSA - MG,15000,MINISTERIO DA EDUCACAO,UNIV,5,2025-12
SP,26244,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SP,26254,UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
SP,26230,UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
SP,26236,UNIVERSIDADE FEDERAL FLUMINENSE - RJ,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
SP,26253,UNIVERSIDADE FEDERAL RURAL DA AMAZONIA,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
SP,26264,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - RN,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
TO,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,45,2025-12
TO,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,3,2025-12
TO,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,6,2025-12
TO,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,2,2025-12
TO,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,18,2025-12
TO,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,5,2025-12
TO,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,47,2025-12
TO,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,31,2025-12
TO,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,13,2025-12
TO,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,27,2025-12
TO,26251,FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS,15000,MINISTERIO DA EDUCACAO,UNIV,1438,2025-12
TO,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,66,2025-12
TO,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,7,2025-12
TO,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,11,2025-12
TO,26428,INSTITUTO FEDERAL DE BRASILIA,15000,MINISTERIO DA EDUCACAO,IF,1,2025-12
TO,26424,INSTITUTO FEDERAL DO TOCANTINS,15000,MINISTERIO DA EDUCACAO,IF,1230,2025-12
TO,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,77,2025-12
TO,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,104,2025-12
TO,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,1,2025-12
TO,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,19,2025-12
TO,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,32,2025-12
TO,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,42,2025-12
TO,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,41,2025-12
TO,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,40,2025-12
TO,26239,UNIVERSIDADE FEDERAL DO PARA,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
TO,26457,UNIVERSIDADE FEDERAL NORTE DO TOCANTINS,15000,MINISTERIO DA EDUCACAO,UNIV,528,2025-12
