ano,uf,n_ativos,lente,publicavel,populacao,A_raw,janela
2025,SP,20701,nucleo,True,46081801.0,4.49,2023-2025
2014,TO,2921,nucleo,False,1496880.0,,2014-2022
2015,TO,3071,nucleo,False,1515126.0,,2014-2022
2016,TO,3170,nucleo,False,1532902.0,,2014-2022
2017,TO,3229,nucleo,False,1550194.0,,2014-2022
2018,TO,3287,nucleo,False,1555229.0,,2014-2022
2019,TO,3317,nucleo,False,1572866.0,,2014-2022
2020,TO,3315,nucleo,False,1590248.0,,2014-2022
2021,TO,3271,nucleo,False,1607363.0,,2014-2022
2022,TO,3307,nucleo,False,,,2014-2022
2023,TO,3257,nucleo,True,,,2023-2025
2024,TO,3313,nucleo,True,1577342.0,21.0,2023-2025
2025,TO,3376,nucleo,True,1586859.0,21.27,2023-2025
2014,AC,2341,total,False,790101.0,,2014-2022
2015,AC,2513,total,False,803513.0,,2014-2022
2016,AC,2535,total,False,816687.0,,2014-2022
2017,AC,2525,total,False,829619.0,,2014-2022
2018,AC,2532,total,False,869265.0,,2014-2022
2019,AC,2492,total,False,881935.0,,2014-2022
2020,AC,2434,total,False,894470.0,,2014-2022
2021,AC,2402,total,False,906876.0,,2014-2022
2022,AC,2397,total,False,,,2014-2022
2023,AC,2552,total,True,,,2023-2025
2024,AC,2603,total,True,880631.0,29.56,2023-2025
2025,AC,2714,total,True,884372.0,30.69,2023-2025
2014,AL,6109,total,False,3321730.0,,2014-2022
2015,AL,6132,total,False,3340932.0,,2014-2022
2016,AL,6078,total,False,3358963.0,,2014-2022
2017,AL,6274,total,False,3375823.0,,2014-2022
2018,AL,6257,total,False,3322820.0,,2014-2022
2019,AL,5983,total,False,3337357.0,,2014-2022
2020,AL,6059,total,False,3351543.0,,2014-2022
2021,AL,6019,total,False,3365351.0,,2014-2022
2022,AL,5989,total,False,,,2014-2022
2023,AL,4907,total,True,,,2023-2025
2024,AL,4952,total,True,3220104.0,15.38,2023-2025
2025,AL,4990,total,True,3220848.0,15.49,2023-2025
2014,AM,6418,total,False,3873743.0,,2014-2022
2015,AM,6757,total,False,3938336.0,,2014-2022
2016,AM,6805,total,False,4001667.0,,2014-2022
2017,AM,6953,total,False,4063614.0,,2014-2022
2018,AM,6783,total,False,4080611.0,,2014-2022
2019,AM,6366,total,False,4144597.0,,2014-2022
2020,AM,6279,total,False,4207714.0,,2014-2022
2021,AM,6088,total,False,4269995.0,,2014-2022
2022,AM,6109,total,False,,,2014-2022
2023,AM,6932,total,True,,,2023-2025
2024,AM,6999,total,True,4281209.0,16.35,2023-2025
2025,AM,7133,total,True,4321616.0,16.51,2023-2025
2014,AP,3137,total,False,750912.0,,2014-2022
2015,AP,2997,total,False,766679.0,,2014-2022
2016,AP,3275,total,False,782295.0,,2014-2022
2017,AP,3336,total,False,797722.0,,2014-2022
2018,AP,3321,total,False,829494.0,,2014-2022
2019,AP,3011,total,False,845731.0,,2014-2022
2020,AP,2886,total,False,861773.0,,2014-2022
2021,AP,2785,total,False,877613.0,,2014-2022
2022,AP,2563,total,False,,,2014-2022
2023,AP,2245,total,True,,,2023-2025
2024,AP,2349,total,True,802837.0,29.26,2023-2025
2025,AP,2458,total,True,806517.0,30.48,2023-2025
2014,BA,17552,total,False,15126371.0,,2014-2022
2015,BA,17936,total,False,15203334.0,,2014-2022
2016,BA,16584,total,False,15276566.0,,2014-2022
2017,BA,16405,total,False,15344447.0,,2014-2022
2018,BA,16839,total,False,14812617.0,,2014-2022
2019,BA,15882,total,False,14873064.0,,2014-2022
2020,BA,15718,total,False,14930634.0,,2014-2022
2021,BA,15499,total,False,14985284.0,,2014-2022
2022,BA,14860,total,False,,,2014-2022
2023,BA,17289,total,True,,,2023-2025
2024,BA,17899,total,True,14850513.0,12.05,2023-2025
2025,BA,17718,total,True,14870907.0,11.91,2023-2025
2014,CE,11772,total,False,8842791.0,,2014-2022
2015,CE,12018,total,False,8904459.0,,2014-2022
2016,CE,12437,total,False,8963663.0,,2014-2022
2017,CE,12831,total,False,9020460.0,,2014-2022
2018,CE,12750,total,False,9075649.0,,2014-2022
2019,CE,11703,total,False,9132078.0,,2014-2022
2020,CE,11518,total,False,9187103.0,,2014-2022
2021,CE,11387,total,False,9240580.0,,2014-2022
2022,CE,11173,total,False,,,2014-2022
2023,CE,13095,total,True,,,2023-2025
2024,CE,13196,total,True,9233656.0,14.29,2023-2025
2025,CE,13367,total,True,9268836.0,14.42,2023-2025
2014,DF,8595,total,False,2852372.0,,2014-2022
2015,DF,8988,total,False,2914830.0,,2014-2022
2016,DF,9360,total,False,2977216.0,,2014-2022
2017,DF,9011,total,False,3039444.0,,2014-2022
2018,DF,9073,total,False,2974703.0,,2014-2022
2019,DF,8575,total,False,3015268.0,,2014-2022
2020,DF,8243,total,False,3055149.0,,2014-2022
2021,DF,8008,total,False,3094325.0,,2014-2022
2022,DF,7818,total,False,,,2014-2022
2023,DF,32989,total,True,,,2023-2025
2024,DF,36006,total,True,2982818.0,120.71,2023-2025
2025,DF,42877,total,True,2996899.0,143.07,2023-2025
2014,ES,8330,total,False,3885049.0,,2014-2022
2015,ES,8310,total,False,3929911.0,,2014-2022
2016,ES,8429,total,False,3973697.0,,2014-2022
2017,ES,8377,total,False,4016356.0,,2014-2022
2018,ES,8272,total,False,3972388.0,,2014-2022
2019,ES,7805,total,False,4018650.0,,2014-2022
2020,ES,7738,total,False,4064052.0,,2014-2022
2021,ES,7676,total,False,4108508.0,,2014-2022
2022,ES,7545,total,False,,,2014-2022
2023,ES,7794,total,True,,,2023-2025
2024,ES,7881,total,True,4102129.0,19.21,2023-2025
2025,ES,7946,total,True,4126854.0,19.25,2023-2025
2014,GO,9605,total,False,6523222.0,,2014-2022
2015,GO,9653,total,False,6610681.0,,2014-2022
2016,GO,9348,total,False,6695855.0,,2014-2022
2017,GO,9270,total,False,6778772.0,,2014-2022
2018,GO,9349,total,False,6921161.0,,2014-2022
2019,GO,8785,total,False,7018354.0,,2014-2022
2020,GO,8719,total,False,7113540.0,,2014-2022
2021,GO,8639,total,False,7206589.0,,2014-2022
2022,GO,8550,total,False,,,2014-2022
2023,GO,9636,total,True,,,2023-2025
2024,GO,10001,total,True,7350483.0,13.61,2023-2025
2025,GO,10325,total,True,7423629.0,13.91,2023-2025
2014,MA,7539,total,False,6850884.0,,2014-2022
2015,MA,7801,total,False,6904241.0,,2014-2022
2016,MA,8361,total,False,6954036.0,,2014-2022
2017,MA,8483,total,False,7000229.0,,2014-2022
2018,MA,8486,total,False,7035055.0,,2014-2022
2019,MA,8309,total,False,7075181.0,,2014-2022
2020,MA,8267,total,False,7114598.0,,2014-2022
2021,MA,8140,total,False,7153262.0,,2014-2022
2022,MA,8065,total,False,,,2014-2022
2023,MA,8324,total,True,,,2023-2025
2024,MA,8327,total,True,7010960.0,11.88,2023-2025
2025,MA,8411,total,True,7018211.0,11.98,2023-2025
2014,MG,37345,total,False,20734097.0,,2014-2022
2015,MG,37418,total,False,20869101.0,,2014-2022
2016,MG,37199,total,False,20997560.0,,2014-2022
2017,MG,37504,total,False,21119536.0,,2014-2022
2018,MG,37811,total,False,21040662.0,,2014-2022
2019,MG,36076,total,False,21168791.0,,2014-2022
2020,MG,35847,total,False,21292666.0,,2014-2022
2021,MG,35297,total,False,21411923.0,,2014-2022
2022,MG,34810,total,False,,,2014-2022
2023,MG,40251,total,True,,,2023-2025
2024,MG,40677,total,True,21322691.0,19.08,2023-2025
2025,MG,42452,total,True,21393441.0,19.84,2023-2025
2014,MS,6622,total,False,2619657.0,,2014-2022
2015,MS,6756,total,False,2651235.0,,2014-2022
2016,MS,6944,total,False,2682386.0,,2014-2022
2017,MS,7070,total,False,2713147.0,,2014-2022
2018,MS,7152,total,False,2748023.0,,2014-2022
2019,MS,6933,total,False,2778986.0,,2014-2022
2020,MS,6872,total,False,2809394.0,,2014-2022
2021,MS,6758,total,False,2839188.0,,2014-2022
2022,MS,6628,total,False,,,2014-2022
2023,MS,7147,total,True,,,2023-2025
2024,MS,7195,total,True,2901895.0,24.79,2023-2025
2025,MS,7303,total,True,2924631.0,24.97,2023-2025
2014,MT,6848,total,False,3224357.0,,2014-2022
2015,MT,6838,total,False,3265486.0,,2014-2022
2016,MT,7048,total,False,3305531.0,,2014-2022
2017,MT,6973,total,False,3344544.0,,2014-2022
2018,MT,6803,total,False,3441998.0,,2014-2022
2019,MT,6351,total,False,3484466.0,,2014-2022
2020,MT,6201,total,False,3526220.0,,2014-2022
2021,MT,6134,total,False,3567234.0,,2014-2022
2022,MT,6179,total,False,,,2014-2022
2023,MT,6370,total,True,,,2023-2025
2024,MT,6392,total,True,3836399.0,16.66,2023-2025
2025,MT,6529,total,True,3893659.0,16.77,2023-2025
2014,PA,10448,total,False,8073924.0,,2014-2022
2015,PA,10568,total,False,8175113.0,,2014-2022
2016,PA,11164,total,False,8272724.0,,2014-2022
2017,PA,12239,total,False,8366628.0,,2014-2022
2018,PA,12154,total,False,8513497.0,,2014-2022
2019,PA,11837,total,False,8602865.0,,2014-2022
2020,PA,11475,total,False,8690745.0,,2014-2022
2021,PA,11126,total,False,8777124.0,,2014-2022
2022,PA,11241,total,False,,,2014-2022
2023,PA,13523,total,True,,,2023-2025
2024,PA,13941,total,True,8664306.0,16.09,2023-2025
2025,PA,14112,total,True,8711196.0,16.2,2023-2025
2014,PB,13088,total,False,3943885.0,,2014-2022
2015,PB,13198,total,False,3972202.0,,2014-2022
2016,PB,13221,total,False,3999415.0,,2014-2022
2017,PB,13328,total,False,4025558.0,,2014-2022
2018,PB,13160,total,False,3996496.0,,2014-2022
2019,PB,12385,total,False,4018127.0,,2014-2022
2020,PB,12705,total,False,4039277.0,,2014-2022
2021,PB,12540,total,False,4059905.0,,2014-2022
2022,PB,12232,total,False,,,2014-2022
2023,PB,12346,total,True,,,2023-2025
2024,PB,12459,total,True,4145040.0,30.06,2023-2025
2025,PB,12697,total,True,4164468.0,30.49,2023-2025
2014,PE,15458,total,False,9277727.0,,2014-2022
2015,PE,15556,total,False,9345173.0,,2014-2022
2016,PE,15045,total,False,9410336.0,,2014-2022
2017,PE,14993,total,False,9473266.0,,2014-2022
2018,PE,14678,total,False,9496294.0,,2014-2022
2019,PE,13850,total,False,9557071.0,,2014-2022
2020,PE,13866,total,False,9616621.0,,2014-2022
2021,PE,13652,total,False,9674793.0,,2014-2022
2022,PE,13302,total,False,,,2014-2022
2023,PE,15999,total,True,,,2023-2025
2024,PE,16759,total,True,9539029.0,17.57,2023-2025
2025,PE,17047,total,True,9562007.0,17.83,2023-2025
2014,PI,8571,total,False,3194718.0,,2014-2022
2015,PI,9195,total,False,3204028.0,,2014-2022
2016,PI,9747,total,False,3212180.0,,2014-2022
2017,PI,10187,total,False,3219257.0,,2014-2022
2018,PI,10293,total,False,3264531.0,,2014-2022
2019,PI,10072,total,False,3273227.0,,2014-2022
2020,PI,10024,total,False,3281480.0,,2014-2022
2021,PI,9909,total,False,3289290.0,,2014-2022
2022,PI,9706,total,False,,,2014-2022
2023,PI,7936,total,True,,,2023-2025
2024,PI,8095,total,True,3375646.0,23.98,2023-2025
2025,PI,8039,total,True,3384547.0,23.75,2023-2025
2014,PR,15053,total,False,11081692.0,,2014-2022
2015,PR,15588,total,False,11163018.0,,2014-2022
2016,PR,15586,total,False,11242720.0,,2014-2022
2017,PR,15566,total,False,11320892.0,,2014-2022
2018,PR,15391,total,False,11348937.0,,2014-2022
2019,PR,14458,total,False,11433957.0,,2014-2022
2020,PR,14222,total,False,11516840.0,,2014-2022
2021,PR,13946,total,False,11597484.0,,2014-2022
2022,PR,14010,total,False,,,2014-2022
2023,PR,15916,total,True,,,2023-2025
2024,PR,16246,total,True,11824665.0,13.74,2023-2025
2025,PR,16358,total,True,11890517.0,13.76,2023-2025
2014,RJ,34138,total,False,16461173.0,,2014-2022
2015,RJ,33816,total,False,16550024.0,,2014-2022
2016,RJ,31047,total,False,16635996.0,,2014-2022
2017,RJ,29529,total,False,16718956.0,,2014-2022
2018,RJ,28705,total,False,17159960.0,,2014-2022
2019,RJ,25944,total,False,17264943.0,,2014-2022
2020,RJ,24819,total,False,17366189.0,,2014-2022
2021,RJ,24235,total,False,17463349.0,,2014-2022
2022,RJ,23708,total,False,,,2014-2022
2023,RJ,56952,total,True,,,2023-2025
2024,RJ,57694,total,True,17219679.0,33.5,2023-2025
2025,RJ,57636,total,True,17223547.0,33.46,2023-2025
2014,RN,8888,total,False,3408510.0,,2014-2022
2015,RN,8974,total,False,3442175.0,,2014-2022
2016,RN,9103,total,False,3474998.0,,2014-2022
2017,RN,8912,total,False,3507003.0,,2014-2022
2018,RN,9047,total,False,3479010.0,,2014-2022
2019,RN,8770,total,False,3506853.0,,2014-2022
2020,RN,8753,total,False,3534165.0,,2014-2022
2021,RN,8762,total,False,3560903.0,,2014-2022
2022,RN,8641,total,False,,,2014-2022
2023,RN,10267,total,True,,,2023-2025
2024,RN,10173,total,True,3446071.0,29.52,2023-2025
2025,RN,10236,total,True,3455236.0,29.62,2023-2025
2014,RO,3440,total,False,1748531.0,,2014-2022
2015,RO,3446,total,False,1768204.0,,2014-2022
2016,RO,3550,total,False,1787279.0,,2014-2022
2017,RO,3504,total,False,1805788.0,,2014-2022
2018,RO,3508,total,False,1757589.0,,2014-2022
2019,RO,3209,total,False,1777225.0,,2014-2022
2020,RO,3300,total,False,1796460.0,,2014-2022
2021,RO,3285,total,False,1815278.0,,2014-2022
2022,RO,3226,total,False,,,2014-2022
2023,RO,2529,total,True,,,2023-2025
2024,RO,2640,total,True,1746227.0,15.12,2023-2025
2025,RO,2667,total,True,1751950.0,15.22,2023-2025
2014,RR,2261,total,False,496936.0,,2014-2022
2015,RR,2301,total,False,505665.0,,2014-2022
2016,RR,2343,total,False,514229.0,,2014-2022
2017,RR,2307,total,False,522636.0,,2014-2022
2018,RR,2265,total,False,576568.0,,2014-2022
2019,RR,2133,total,False,605761.0,,2014-2022
2020,RR,2034,total,False,631181.0,,2014-2022
2021,RR,2058,total,False,652713.0,,2014-2022
2022,RR,2045,total,False,,,2014-2022
2023,RR,2344,total,True,,,2023-2025
2024,RR,2469,total,True,716793.0,34.45,2023-2025
2025,RR,2562,total,True,738772.0,34.68,2023-2025
2014,RS,20563,total,False,11207274.0,,2014-2022
2015,RS,20069,total,False,11247972.0,,2014-2022
2016,RS,19780,total,False,11286500.0,,2014-2022
2017,RS,19631,total,False,11322895.0,,2014-2022
2018,RS,19579,total,False,11329605.0,,2014-2022
2019,RS,18445,total,False,11377239.0,,2014-2022
2020,RS,18282,total,False,11422973.0,,2014-2022
2021,RS,18145,total,False,11466630.0,,2014-2022
2022,RS,17796,total,False,,,2014-2022
2023,RS,25734,total,True,,,2023-2025
2024,RS,26101,total,True,11229915.0,23.24,2023-2025
2025,RS,26427,total,True,11233263.0,23.53,2023-2025
2014,SC,12185,total,False,6727148.0,,2014-2022
2015,SC,12500,total,False,6819190.0,,2014-2022
2016,SC,12851,total,False,6910553.0,,2014-2022
2017,SC,13006,total,False,7001161.0,,2014-2022
2018,SC,12803,total,False,7075494.0,,2014-2022
2019,SC,12197,total,False,7164788.0,,2014-2022
2020,SC,12113,total,False,7252502.0,,2014-2022
2021,SC,12023,total,False,7338473.0,,2014-2022
2022,SC,11663,total,False,,,2014-2022
2023,SC,13422,total,True,,,2023-2025
2024,SC,13659,total,True,8058441.0,16.95,2023-2025
2025,SC,13669,total,True,8187029.0,16.7,2023-2025
2014,SE,5806,total,False,2219574.0,,2014-2022
2015,SE,5768,total,False,2242937.0,,2014-2022
2016,SE,5685,total,False,2265779.0,,2014-2022
2017,SE,5343,total,False,2288116.0,,2014-2022
2018,SE,5343,total,False,2278308.0,,2014-2022
2019,SE,4945,total,False,2298696.0,,2014-2022
2020,SE,4886,total,False,2318822.0,,2014-2022
2021,SE,4834,total,False,2338474.0,,2014-2022
2022,SE,4821,total,False,,,2014-2022
2023,SE,4889,total,True,,,2023-2025
2024,SE,4929,total,True,2291077.0,21.51,2023-2025
2025,SE,5139,total,True,2299425.0,22.35,2023-2025
2014,SP,22725,total,False,44035304.0,,2014-2022
2015,SP,22565,total,False,44396484.0,,2014-2022
2016,SP,22011,total,False,44749699.0,,2014-2022
2017,SP,21900,total,False,45094866.0,,2014-2022
2018,SP,21714,total,False,45538936.0,,2014-2022
2019,SP,19423,total,False,45919049.0,,2014-2022
2020,SP,19107,total,False,46289333.0,,2014-2022
2021,SP,18566,total,False,46649132.0,,2014-2022
2022,SP,17955,total,False,,,2014-2022
2023,SP,26786,total,True,,,2023-2025
2024,SP,27315,total,True,45973194.0,5.94,2023-2025
2025,SP,27789,total,True,46081801.0,6.03,2023-2025
2014,TO,3677,total,False,1496880.0,,2014-2022
2015,TO,3809,total,False,1515126.0,,2014-2022
2016,TO,3872,total,False,1532902.0,,2014-2022
2017,TO,3865,total,False,1550194.0,,2014-2022
2018,TO,3881,total,False,1555229.0,,2014-2022
2019,TO,3811,total,False,1572866.0,,2014-2022
2020,TO,3819,total,False,1590248.0,,2014-2022
2021,TO,3779,total,False,1607363.0,,2014-2022
2022,TO,3799,total,False,,,2014-2022
2023,TO,3677,total,True,,,2023-2025
2024,TO,3743,total,True,1577342.0,23.73,2023-2025
2025,TO,3836,total,True,1586859.0,24.17,2023-2025
